alpha_key,date_first_relation,date_of_birth,flag_last90_active_mob_rob,gender,state,amount_deposit_spot_balance,total_deposits_ixi,Business Line Of Credit,Cdira,Checking,Commercial Loan,Credit Card,Escrow,Standalone Savings,Home Equity,Investments,Loan,Loan - Personal,Loc - Personal,Money Market,Mortgage,Odloc,Other,Savings,age,tenure_years,sow,n_products
user_03639,2019-12-22,1973-03-29,1,Male,TX,11418.89,71965.59,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,53.0,6.25,0.1587,3
user_03640,2017-03-07,1968-02-26,1,Male,AZ,9877.71,69245.09,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,58.1,9.04,0.1426,3
user_03641,2013-10-11,1957-10-29,0,Female,WI,44139.8,142898.42,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,68.4,12.45,0.3089,3
user_03642,2012-08-02,1957-09-26,1,Male,WA,21079.84,74987.66,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68.5,13.64,0.2811,2
user_03643,2017-09-28,1979-08-21,1,Male,AZ,34853.3,131277.28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,46.6,8.48,0.2655,3
user_03644,2025-02-17,1956-04-11,1,Male,MO,28962.23,244443.82,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,69.9,1.09,0.1185,7
user_03645,2016-10-04,1977-10-17,1,Female,MD,60651.16,90529.72,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,48.4,9.46,0.67,5
user_03646,2015-11-14,1972-02-15,1,Female,GA,22835.76,42272.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,54.1,10.35,0.5402,4
user_03647,2024-11-16,1974-02-15,1,Female,WI,25032.36,47067.05,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,52.1,1.35,0.5318,5
user_03648,2013-11-16,1954-04-17,1,Male,FL,4704.43,18721.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.9,12.35,0.2513,1
user_03649,2022-10-23,1967-05-08,1,Male,GA,42362.49,244321.55,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,58.9,3.41,0.1734,5
user_03650,2012-10-25,1998-03-24,1,Female,AL,50053.51,95391.75,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,28.0,13.41,0.5247,4
user_03651,2017-09-27,2000-08-19,0,Male,NY,36358.32,337183.69,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25.6,8.48,0.1078,4
user_03652,2021-01-22,1983-09-25,0,Male,TX,446242.86,6444503.66,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,42.5,5.16,0.0692,5
user_03653,2024-11-17,1978-06-11,1,Male,NY,54707.29,341393.25,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,47.8,1.34,0.1602,4
user_03654,2025-06-22,1970-10-17,1,Male,NC,37296.14,410395.8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,55.4,0.75,0.0909,4
user_03655,2014-12-23,1980-02-23,1,Male,CA,81911.26,176531.41,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,46.1,11.25,0.464,4
user_03656,2020-04-05,1978-06-30,1,Female,OR,567987.12,1247642.39,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,47.7,5.96,0.4552,5
user_03657,2013-07-19,1958-02-21,1,Male,MD,60942.46,412249.74,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,68.1,12.68,0.1478,3
user_03658,2022-05-22,1987-06-26,1,Female,MS,3122.03,13568.63,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38.7,3.84,0.2301,2
user_03659,2012-05-19,1979-07-21,1,Male,NY,75575.55,165762.6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,46.7,13.84,0.4559,4
user_03660,2012-01-28,1976-05-10,1,Female,WI,15667.37,219558.36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49.9,14.15,0.0714,2
user_03661,2024-04-03,1980-10-23,1,Female,PA,4480.31,25501.17,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,45.4,1.97,0.1757,4
user_03662,2016-05-07,1955-10-27,0,Female,OH,345066.1,2712093.06,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,70.4,9.88,0.1272,4
user_03663,2012-02-07,1956-02-12,0,Male,MI,266240.04,695754.67,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,70.1,14.12,0.3827,5
user_03664,2021-01-17,1978-07-27,1,Female,AZ,15187.15,260962.37,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.7,5.18,0.0582,2
user_03665,2024-10-01,1981-09-12,1,Male,NJ,15306.92,60555.6,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,44.5,1.47,0.2528,5
user_03666,2013-01-12,1974-10-11,1,Female,ND,54536.12,552309.49,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,51.4,13.19,0.0987,4
user_03667,2018-11-09,1995-03-08,1,Female,OH,15556.02,43736.62,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,31.0,7.37,0.3557,6
user_03668,2025-05-04,1982-12-05,1,Female,NY,38266.47,196270.22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,0.88,0.195,2
user_03669,2013-07-18,1993-05-19,0,Female,IL,19122.09,133902.63,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,32.8,12.68,0.1428,4
user_03670,2015-11-20,1997-01-09,1,Female,FL,27831.81,615543.37,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,29.2,10.34,0.0452,6
user_03671,2024-09-17,1999-06-20,1,Female,CA,8343.11,26302.25,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,26.8,1.51,0.3172,4
user_03672,2021-12-24,1974-11-15,0,Male,OH,121381.74,639694.42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4,4.24,0.1897,2
user_03673,2025-06-20,2004-03-13,1,Male,WV,190796.87,1372917.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22.0,0.76,0.139,2
user_03674,2011-11-19,1971-12-01,1,Female,NV,39901.65,57658.96,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,54.3,14.34,0.692,6
user_03675,2025-05-15,1982-08-18,1,,OH,43084.85,43084.85,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,43.6,0.85,1.0,4
user_03676,2014-03-10,1985-11-25,1,Female,OH,95741.41,193442.64,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,40.3,12.04,0.4949,4
user_03677,2018-04-26,1965-10-06,1,Male,DE,45102.78,438205.41,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,60.5,7.91,0.1029,4
user_03678,2017-04-12,1977-04-15,0,Female,FL,358575.45,6343999.18,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,48.9,8.94,0.0565,5
user_03679,2013-12-17,1967-07-21,1,Male,FL,9272.26,19858.63,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,58.7,12.26,0.4669,4
user_03680,2012-10-01,1968-10-01,1,Male,VA,126443.16,214093.59,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,57.5,13.47,0.5906,7
user_03681,2023-11-19,2002-08-14,1,Male,AK,39236.98,600292.14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23.6,2.34,0.0654,3
user_03682,2025-06-22,1993-06-14,1,,NJ,11718.95,33410.36,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,32.8,0.75,0.3508,5
user_03683,2023-12-04,1975-09-23,0,Female,LA,667252.8,2221052.33,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5,2.3,0.3004,2
user_03684,2015-11-01,1955-06-13,1,Male,NC,787531.16,11341344.48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,70.8,10.39,0.0694,3
user_03685,2017-06-26,1996-07-06,1,Male,FL,35065.53,442738.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,29.7,8.74,0.0792,4
user_03686,2024-07-07,1998-12-13,1,Female,WA,76733.08,726025.63,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,27.3,1.71,0.1057,5
user_03687,2022-05-02,1957-03-04,1,Male,IN,25565.38,29138.55,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,69.1,3.89,0.8774,5
user_03688,2017-12-09,1955-11-20,1,Male,VA,31009.97,50782.13,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,70.3,8.28,0.6106,4
user_03689,2015-02-21,1995-11-10,0,,NY,11561.3,126985.12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30.4,11.08,0.091,2
user_03690,2020-10-01,1984-02-21,1,Male,MA,9682.77,55961.28,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.1,5.47,0.173,3
user_03691,2011-12-16,1972-11-22,1,Female,PA,411431.46,989752.27,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,53.3,14.27,0.4157,5
user_03692,2011-05-05,1994-06-19,1,Male,NJ,42954.48,146129.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.8,14.88,0.2939,2
user_03693,2014-08-15,1987-11-30,1,Male,CO,47816.2,521209.85,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,38.3,11.6,0.0917,6
user_03694,2019-02-22,1984-06-17,0,Male,OH,17014.07,258818.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.8,7.08,0.0657,2
user_03695,2013-01-03,1972-02-24,1,Male,NY,56521.82,252105.61,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,54.1,13.22,0.2242,4
user_03696,2015-03-05,1988-10-27,1,Male,NM,7404.66,19155.22,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37.4,11.05,0.3866,3
user_03697,2018-03-13,1983-08-12,1,Male,PA,17781.81,63929.55,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,42.6,8.03,0.2781,3
user_03698,2019-04-18,1989-09-30,1,Male,NC,10664.63,139964.01,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,36.5,6.93,0.0762,4
user_03699,2013-08-29,1966-03-30,1,Male,KY,212326.13,2743391.29,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,60.0,12.56,0.0774,4
user_03700,2017-08-26,1996-07-29,1,Female,IL,6198.98,32452.85,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,29.6,8.57,0.191,3
user_03701,2023-01-29,1992-09-10,1,Male,GA,10931.01,32072.93,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,33.5,3.15,0.3408,4
user_03702,2011-03-25,1991-09-23,1,Male,NY,3855.71,41090.1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,34.5,15.0,0.0938,4
user_03703,2024-09-27,1958-12-08,1,Female,IL,15466.06,253915.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67.3,1.48,0.0609,1
user_03704,2015-08-26,1957-01-01,1,Male,CA,25925.77,36322.29,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,69.2,10.57,0.7138,3
user_03705,2016-03-20,1979-03-20,1,Female,SC,145474.23,541343.28,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,47.0,10.01,0.2687,4
user_03706,2017-03-25,1996-05-28,1,Male,FL,34476.06,389565.61,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,29.8,8.99,0.0885,5
user_03707,2024-12-23,1966-06-03,1,Male,DE,27493.74,130698.88,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,59.8,1.25,0.2104,7
user_03708,2018-08-03,1979-08-15,1,Female,TX,64492.71,195524.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.6,7.64,0.3298,2
user_03709,2012-10-14,1961-09-27,1,Male,OH,26447.95,137459.49,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64.5,13.44,0.1924,2
user_03710,2022-04-04,1986-03-24,1,Male,RI,811230.25,4890820.53,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40.0,3.97,0.1659,4
user_03711,2015-09-14,1954-04-14,1,Female,IA,22141.6,40285.38,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,71.9,10.52,0.5496,5
user_03712,2013-04-11,1963-11-16,0,,NY,73929.85,356292.75,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,62.3,12.95,0.2075,6
user_03713,2011-12-03,1993-01-11,1,Male,VA,121317.3,729439.36,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,33.2,14.3,0.1663,4
user_03714,2018-03-31,1967-12-13,1,Female,ID,21391.76,64736.78,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,58.3,7.98,0.3304,4
user_03715,2021-03-07,1989-11-18,1,Male,CA,54877.82,131830.73,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,36.3,5.04,0.4163,4
user_03716,2015-08-02,1986-09-26,1,Female,FL,24671.48,71904.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,10.64,0.3431,1
user_03717,2018-09-06,1991-09-15,1,Male,UT,62520.06,128863.97,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,34.5,7.54,0.4852,6
user_03718,2016-08-20,1970-02-11,1,Female,ID,50793.66,449559.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56.1,9.59,0.113,2
user_03719,2014-12-22,1991-01-31,1,Male,MO,38028.01,77587.85,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,35.1,11.25,0.4901,5
user_03720,2015-06-06,1972-04-14,0,Female,NH,11245.7,58628.5,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,53.9,10.8,0.1918,6
user_03721,2022-03-18,1975-02-07,1,Male,WA,421195.14,1399313.55,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,51.1,4.01,0.301,6
user_03722,2014-10-08,1966-09-08,0,Female,IL,90952.88,231688.57,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,59.5,11.46,0.3926,4
user_03723,2017-11-15,1954-07-20,0,Female,NV,6687.88,89779.78,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,71.7,8.35,0.0745,3
user_03724,2012-03-25,2003-10-14,1,Female,WA,27172.87,109682.76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,22.4,13.99,0.2477,3
user_03725,2016-03-02,1954-09-17,0,Female,FL,6844.1,17954.98,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,71.5,10.06,0.3812,5
user_03726,2012-10-18,1998-10-04,0,Male,NY,112298.46,272889.01,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,27.5,13.43,0.4115,6
user_03727,2011-07-15,1977-11-20,1,Female,CA,43838.97,257694.57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,48.3,14.69,0.1701,2
user_03728,2011-04-23,1987-03-08,1,Male,GA,45220.74,392613.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.0,14.92,0.1152,1
user_03729,2014-12-06,1972-04-10,1,Female,CA,16376.08,202841.66,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,53.9,11.29,0.0807,4
user_03730,2017-01-25,1968-02-20,1,Female,IL,30814.51,120766.71,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,58.1,9.16,0.2552,5
user_03731,2024-01-08,1961-03-24,1,Male,FL,115732.72,432290.83,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,65.0,2.2,0.2677,3
user_03732,2020-02-18,1984-02-16,1,Male,TN,159758.14,795065.54,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,42.1,6.09,0.2009,8
user_03733,2018-11-02,1957-07-30,1,Female,MN,124258.97,636552.93,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,68.6,7.39,0.1952,3
user_03734,2014-05-30,1988-02-08,1,Female,MD,6987.08,16884.85,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,38.1,11.81,0.4138,3
user_03735,2017-03-11,1994-01-12,1,,OH,35992.96,519700.58,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,32.2,9.03,0.0693,5
user_03736,2019-05-13,1985-04-08,1,Female,WA,60985.65,278221.08,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,41.0,6.86,0.2192,5
user_03737,2023-08-10,1977-10-19,1,Male,IL,18632.95,128088.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,48.4,2.62,0.1455,3
user_03738,2015-05-08,1970-10-26,0,Female,CA,6146.26,38683.27,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,55.4,10.87,0.1589,3
user_03739,2019-06-20,1962-08-01,1,Female,CA,9609.05,59492.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63.6,6.76,0.1615,2
user_03740,2025-03-17,1992-12-25,1,Female,TX,272160.57,546270.79,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,33.2,1.02,0.4982,2
user_03741,2021-08-12,1989-01-24,1,,TX,10771.55,48028.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.2,4.61,0.2243,2
user_03742,2012-12-22,1957-04-16,1,Female,MS,47642.98,1323891.47,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,68.9,13.25,0.036,4
user_03743,2024-01-04,1982-03-27,1,Female,CO,37302.51,595139.28,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,44.0,2.21,0.0627,3
user_03744,2019-11-04,1992-02-24,1,Female,NV,37416.97,190134.29,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,34.1,6.38,0.1968,4
user_03745,2018-04-22,1954-12-11,1,Female,ND,30656.01,102446.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.3,7.92,0.2992,2
user_03746,2024-07-08,1981-10-11,1,Female,IN,116004.26,116004.26,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,44.4,1.71,1.0,6
user_03747,2023-05-01,1954-12-22,0,Male,CA,46964.78,141390.99,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,71.2,2.89,0.3322,4
user_03748,2012-02-04,1958-04-05,0,Male,IL,21239.8,89401.87,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,68.0,14.13,0.2376,8
user_03749,2017-03-02,1958-12-02,1,Female,OH,47859.76,166404.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.3,9.06,0.2876,1
user_03750,2022-09-06,1975-02-18,1,Female,WI,9714.4,35711.17,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,51.1,3.54,0.272,5
user_03751,2023-04-09,1964-04-20,1,Female,FL,79662.26,587420.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61.9,2.95,0.1356,2
user_03752,2019-07-23,1956-03-13,0,Female,VA,19875.79,40013.53,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,70.0,6.67,0.4967,4
user_03753,2015-03-28,1990-10-08,0,,MN,21298.08,118716.52,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,35.5,10.99,0.1794,3
user_03754,2015-02-20,2002-05-04,1,Male,ND,83289.25,341761.27,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23.9,11.09,0.2437,3
user_03755,2022-11-25,1988-03-08,1,Female,TX,27601.87,61071.21,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,38.0,3.32,0.452,7
user_03756,2015-03-17,1972-05-19,1,Female,NJ,29531.08,505085.1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,53.8,11.02,0.0585,5
user_03757,2012-09-24,1976-11-10,1,Male,CA,182695.12,1489307.73,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,49.4,13.49,0.1227,4
user_03758,2022-06-13,2000-03-13,1,Male,GA,13996.92,33438.82,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,26.0,3.78,0.4186,7
user_03759,2025-05-09,1976-03-09,1,Male,TN,81836.59,554754.33,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,50.0,0.87,0.1475,4
user_03760,2011-10-28,1995-07-04,1,Male,NJ,140624.23,207373.5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,30.7,14.4,0.6781,4
user_03761,2018-02-28,1978-12-14,1,,IL,182534.49,481138.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.3,8.06,0.3794,2
user_03762,2014-06-21,1975-06-10,1,Male,NY,613074.53,7946940.95,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50.8,11.75,0.0771,4
user_03763,2021-02-02,1972-05-23,1,Male,HI,20823.75,123631.59,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,53.8,5.13,0.1684,3
user_03764,2021-05-24,1983-08-07,1,Female,GA,15881.26,88419.93,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,42.6,4.83,0.1796,3
user_03765,2022-06-20,1983-10-23,1,Female,TX,119979.52,1184286.18,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,42.4,3.76,0.1013,3
user_03766,2022-08-02,1970-04-19,0,Female,MD,139066.44,1016351.28,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,55.9,3.64,0.1368,4
user_03767,2018-11-22,1966-10-07,0,Male,HI,17422.82,63113.81,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,59.5,7.33,0.2761,6
user_03768,2024-03-13,1963-11-03,1,Male,MD,80513.74,763224.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.4,2.03,0.1055,1
user_03769,2013-07-08,1987-07-20,1,Male,VA,1182883.9,1372715.63,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,38.7,12.71,0.8617,4
user_03770,2018-04-26,1983-01-09,1,Female,FL,51022.15,134059.01,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,43.2,7.91,0.3806,3
user_03771,2012-06-15,1987-09-10,0,Male,FL,136300.37,565268.19,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,38.5,13.77,0.2411,4
user_03772,2018-06-13,1977-11-06,1,Female,IA,298493.26,2073369.95,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,48.4,7.78,0.144,3
user_03773,2021-05-02,1997-11-12,1,Female,CA,907921.45,3137427.49,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28.4,4.89,0.2894,3
user_03774,2018-04-06,1982-09-21,1,Female,CA,60430.99,64991.31,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,43.5,7.96,0.9298,5
user_03775,2023-06-30,1994-10-16,1,Male,AK,202411.5,202411.5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,31.4,2.73,1.0,4
user_03776,2013-10-11,1977-08-09,1,Male,CO,17469.73,74142.98,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,48.6,12.45,0.2356,3
user_03777,2015-04-15,1961-09-12,0,Female,NC,46363.83,141783.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,64.5,10.94,0.327,2
user_03778,2023-08-07,1954-12-15,0,,FL,26335.54,56993.53,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,71.3,2.63,0.4621,4
user_03779,2017-04-16,1981-11-29,1,Female,LA,4684.47,8867.89,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,44.3,8.93,0.5283,4
user_03780,2017-12-05,2001-05-30,1,Male,OK,6573.34,32787.35,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,24.8,8.3,0.2005,4
user_03781,2022-10-26,1992-10-31,1,Female,AZ,75392.03,957677.03,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,33.4,3.41,0.0787,3
user_03782,2023-12-18,1998-12-26,0,Female,FL,77191.49,385051.69,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,27.2,2.26,0.2005,3
user_03783,2014-09-14,1966-04-05,1,,WY,12893.31,165536.26,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,60.0,11.52,0.0779,3
user_03784,2021-11-26,1954-12-28,0,Female,NY,291641.39,969064.9,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,71.2,4.32,0.301,4
user_03785,2018-03-16,1976-07-11,1,Female,NC,11877.96,75901.65,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,49.7,8.02,0.1565,2
user_03786,2022-02-20,1995-05-21,1,Female,NE,61275.82,809985.74,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,30.8,4.08,0.0757,3
user_03787,2016-04-03,2003-03-03,1,,WV,27340.66,107993.98,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,23.1,9.97,0.2532,4
user_03788,2025-01-08,1955-06-03,1,Male,CO,51162.16,234106.93,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,70.8,1.2,0.2185,3
user_03789,2020-07-09,1988-05-29,0,Female,CA,132277.56,439358.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,37.8,5.7,0.3011,2
user_03790,2017-10-18,1998-08-17,0,Male,TX,111661.6,803902.43,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,27.6,8.43,0.1389,7
user_03791,2019-05-13,1995-05-18,0,Female,AL,105222.08,970577.14,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,30.8,6.86,0.1084,5
user_03792,2016-11-06,1991-06-19,1,Male,NJ,90273.98,535860.22,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,34.8,9.37,0.1685,3
user_03793,2023-02-12,1971-06-07,0,Female,AL,9770.51,36445.41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,54.8,3.11,0.2681,3
user_03794,2019-04-29,1959-08-21,1,Male,IA,175580.57,237061.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6,6.9,0.7407,1
user_03795,2014-10-04,1990-06-23,1,Female,NC,12607.81,54356.95,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,35.7,11.47,0.2319,4
user_03796,2020-11-22,1969-11-11,1,Male,NJ,39623.47,152300.96,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,56.4,5.33,0.2602,3
user_03797,2023-06-16,2000-12-23,1,Male,NJ,29520.06,159791.06,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,25.2,2.77,0.1847,5
user_03798,2013-06-08,2003-09-21,1,Male,CT,68498.4,337054.36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,22.5,12.79,0.2032,4
