Communication,alpha_key,start_date,end_date,start_balance,end_balance,start_accounts,end_accounts,nsegments,Contact_flag,control_flag
day31,user_2,2024-05-09,2024-05-16,1025.0,1506.83,1,1,"['1000035', '1000026', '1000139']",1,0
day7,user_11,2024-01-06,2024-01-13,3763.7,4398.18,1,1,"['1000071', '1000039', '1000055']",1,0
day1,user_127,2024-03-09,2024-03-16,1615.12,2459.06,1,1,"['1000053', '1000087', '1000052', '1000067']",1,0
day61,user_175,2024-02-11,2024-02-18,4602.97,4819.61,1,1,"['1000140', '1000000', '1000077']",0,1
day31,user_79,2024-02-12,2024-02-19,2114.21,2193.6,1,1,"['1000108', '1000105', '1000119']",1,0
day31,user_46,2024-05-15,2024-05-22,2406.55,2440.55,1,1,"['1000075', '1000111', '1000040']",0,1
day120,user_19,2024-02-27,2024-03-05,1848.9,2045.05,1,1,"['1000020', '1000059']",0,1
day1,user_47,2024-01-30,2024-02-06,2680.82,3325.94,2,2,"['1000116', '1000000']",1,0
day7,user_186,2024-06-19,2024-06-26,5402.9,5748.92,1,1,"['1000050', '1000037', '1000006']",1,0
day90,user_78,2024-05-15,2024-05-22,2505.31,2185.82,1,1,"['1000048', '1000024', '1000110', '1000090']",1,0
day1,user_104,2024-01-01,2024-01-08,4320.53,5005.48,0,1,"['1000047', '1000017']",1,0
day90,user_129,2024-02-03,2024-02-10,3439.42,3765.02,1,2,"['1000023', '1000108', '1000070', '1000011']",1,0
day61,user_239,2024-03-16,2024-03-23,1262.81,1405.94,1,2,"['1000119', '1000065']",1,0
day1,user_171,2024-03-27,2024-04-03,3767.11,3894.94,1,2,"['1000104', '1000083', '1000103']",1,0
day7,user_273,2024-05-24,2024-05-31,5502.35,5408.41,2,2,['1000056'],1,0
day1,user_194,2024-02-09,2024-02-16,4237.49,4412.63,1,1,"['1000132', '1000118']",1,0
day90,user_208,2024-05-19,2024-05-26,3930.29,4083.61,2,2,['1000059'],1,0
day1,user_254,2024-04-07,2024-04-14,2077.89,2269.58,1,1,"['1000107', '1000125', '1000027']",0,1
day1,user_220,2024-03-11,2024-03-18,852.44,542.25,1,1,"['1000111', '1000124', '1000007']",1,0
day1,user_39,2024-06-26,2024-07-03,3191.66,3778.37,1,1,"['1000092', '1000056', '1000035']",1,0
day1,user_7,2024-05-08,2024-05-15,713.27,980.64,1,1,"['1000143', '1000050', '1000139']",1,0
day1,user_28,2024-06-18,2024-06-25,8245.06,8958.46,1,1,"['1000014', '1000058', '1000008', '1000080']",1,0
day61,user_137,2024-04-05,2024-04-12,1227.45,1004.41,1,1,"['1000002', '1000028', '1000019']",1,0
day61,user_275,2024-04-13,2024-04-20,3151.37,4137.85,1,1,['1000094'],1,0
day5,user_33,2024-02-21,2024-02-28,4229.24,4204.43,1,2,"['1000101', '1000117']",1,0
day120,user_158,2024-03-23,2024-03-30,2187.48,2860.22,1,1,"['1000130', '1000102', '1000137', '1000084']",1,0
day90,user_277,2024-04-05,2024-04-12,3978.87,4880.0,1,1,['1000135'],1,0
day90,user_145,2024-01-22,2024-01-29,1663.25,2024.62,1,2,"['1000060', '1000041', '1000045']",1,0
day120,user_130,2024-04-04,2024-04-11,4149.83,4467.89,0,0,['1000000'],0,1
day120,user_196,2024-06-15,2024-06-22,3059.67,2906.97,2,2,"['1000063', '1000031', '1000116', '1000034']",0,1
day1,user_25,2024-05-17,2024-05-24,2443.36,2657.21,1,2,"['1000062', '1000041']",1,0
day1,user_75,2024-05-28,2024-06-04,0.0,467.49,1,2,"['1000060', '1000071', '1000124', '1000054']",1,0
day120,user_188,2024-02-22,2024-02-29,4833.71,4913.08,0,1,"['1000018', '1000116']",1,0
day120,user_123,2024-05-12,2024-05-19,4512.18,4863.52,1,1,['1000034'],0,1
day1,user_201,2024-04-03,2024-04-10,3234.72,3235.75,2,3,"['1000115', '1000066', '1000063']",1,0
day1,user_47,2024-03-14,2024-03-21,2386.62,1942.33,2,2,"['1000116', '1000000']",1,0
day31,user_148,2024-05-03,2024-05-10,1435.44,1439.86,1,1,"['1000105', '1000063', '1000068', '1000040']",1,0
day61,user_124,2024-05-10,2024-05-17,2108.17,2111.01,1,1,"['1000067', '1000029', '1000027', '1000141']",0,1
day5,user_65,2024-04-27,2024-05-04,3768.81,3665.3,1,1,"['1000112', '1000132', '1000115', '1000030']",1,0
day31,user_29,2024-02-07,2024-02-14,2900.03,2327.54,1,1,['1000102'],1,0
day90,user_243,2024-04-24,2024-05-01,7207.98,7307.3,1,1,"['1000079', '1000147', '1000096']",0,1
day31,user_58,2024-01-29,2024-02-05,3447.3,3746.0,1,1,['1000032'],0,1
day1,user_30,2024-01-14,2024-01-21,3999.96,4198.0,2,2,['1000068'],1,0
day1,user_235,2024-06-26,2024-07-03,2972.67,3527.5,1,2,"['1000007', '1000063']",1,0
day1,user_276,2024-01-12,2024-01-19,5625.48,5455.12,2,2,"['1000121', '1000141']",0,1
day7,user_152,2024-02-18,2024-02-25,5612.15,6289.59,1,1,"['1000089', '1000078', '1000058']",1,0
day90,user_295,2024-04-11,2024-04-18,3772.35,4269.17,1,1,"['1000003', '1000146']",1,0
day61,user_136,2024-06-26,2024-07-03,2391.4,2349.31,2,2,['1000143'],0,1
day120,user_14,2024-02-26,2024-03-04,4895.33,5139.12,1,2,['1000067'],1,0
day120,user_72,2024-01-30,2024-02-06,1320.3,1539.38,1,1,"['1000017', '1000008']",1,0
day90,user_147,2024-05-30,2024-06-06,2568.03,2843.76,1,1,['1000085'],1,0
day5,user_43,2024-06-15,2024-06-22,4063.69,4058.26,1,1,"['1000098', '1000097', '1000119', '1000135']",0,1
day120,user_268,2024-04-30,2024-05-07,2046.59,2094.11,0,0,"['1000070', '1000142', '1000002']",0,1
day120,user_167,2024-01-29,2024-02-05,4585.15,4642.05,1,2,"['1000050', '1000093', '1000110']",1,0
day1,user_92,2024-06-14,2024-06-21,4690.37,5061.81,2,3,"['1000097', '1000000']",1,0
day1,user_191,2024-01-31,2024-02-07,4702.41,5163.41,1,1,['1000062'],1,0
day1,user_183,2024-04-02,2024-04-09,4861.49,5319.51,2,2,['1000023'],1,0
day5,user_250,2024-03-12,2024-03-19,3939.19,3839.46,1,2,['1000136'],1,0
day31,user_13,2024-04-04,2024-04-11,3522.79,3846.01,1,2,"['1000097', '1000024', '1000091', '1000088']",1,0
day120,user_285,2024-04-05,2024-04-12,2865.0,4114.48,2,2,['1000134'],1,0
day1,user_207,2024-04-21,2024-04-28,0.0,584.97,1,1,"['1000035', '1000038']",1,0
day90,user_44,2024-01-09,2024-01-16,1649.98,1591.27,1,1,"['1000064', '1000141', '1000002', '1000029']",0,1
day120,user_187,2024-03-14,2024-03-21,2959.7,3001.61,1,2,"['1000011', '1000062', '1000121']",1,0
day1,user_81,2024-04-30,2024-05-07,4113.54,4335.27,1,1,['1000086'],1,0
day7,user_64,2024-05-21,2024-05-28,1861.98,2125.84,1,1,"['1000102', '1000095']",1,0
day31,user_183,2024-04-10,2024-04-17,4753.77,4531.13,2,2,['1000023'],0,1
day90,user_259,2024-04-07,2024-04-14,4848.44,4743.66,1,2,['1000068'],1,0
day120,user_253,2024-02-02,2024-02-09,4167.9,4381.32,0,0,['1000003'],1,0
day1,user_202,2024-03-16,2024-03-23,3318.66,3410.18,0,0,['1000070'],1,0
day120,user_154,2024-01-29,2024-02-05,1321.53,1620.87,1,1,"['1000006', '1000049']",1,0
day120,user_142,2024-04-10,2024-04-17,1963.98,1856.31,0,0,"['1000078', '1000093', '1000010', '1000091']",0,1
day1,user_282,2024-01-30,2024-02-06,1818.41,1756.54,1,1,"['1000080', '1000030', '1000137']",1,0
day5,user_267,2024-06-19,2024-06-26,1523.23,1882.9,0,0,"['1000066', '1000087', '1000071']",0,1
day61,user_255,2024-01-13,2024-01-20,3129.27,3365.5,1,1,"['1000110', '1000092', '1000117']",0,1
day1,user_7,2024-04-15,2024-04-22,855.0,1032.05,1,1,"['1000143', '1000050', '1000139']",0,1
day90,user_38,2024-03-22,2024-03-29,3926.07,3898.01,0,0,"['1000149', '1000109', '1000102']",1,0
day120,user_276,2024-06-11,2024-06-18,6291.59,6402.14,2,2,"['1000121', '1000141']",1,0
day61,user_154,2024-05-04,2024-05-11,2614.64,2891.76,1,2,"['1000006', '1000049']",1,0
day120,user_210,2024-01-20,2024-01-27,4900.73,4775.94,2,2,"['1000016', '1000106', '1000104']",1,0
day1,user_127,2024-01-09,2024-01-16,2059.4,2321.49,1,1,"['1000053', '1000087', '1000052', '1000067']",1,0
day31,user_128,2024-06-05,2024-06-12,4666.66,4641.62,1,1,"['1000129', '1000125', '1000064', '1000013']",1,0
day1,user_220,2024-06-08,2024-06-15,0.0,0.0,1,1,"['1000111', '1000124', '1000007']",1,0
day1,user_125,2024-05-15,2024-05-22,134.11,583.96,1,1,"['1000039', '1000069']",1,0
day31,user_131,2024-05-10,2024-05-17,3377.41,3592.04,1,1,['1000085'],1,0
day61,user_160,2024-06-15,2024-06-22,2245.73,2127.95,1,2,['1000045'],1,0
day1,user_29,2024-02-15,2024-02-22,3740.04,3724.26,1,1,['1000102'],1,0
day90,user_251,2024-02-03,2024-02-10,2190.54,2416.27,1,1,"['1000109', '1000094', '1000017', '1000129']",0,1
day120,user_243,2024-02-22,2024-02-29,6172.36,5858.02,1,1,"['1000079', '1000147', '1000096']",1,0
day61,user_200,2024-03-22,2024-03-29,761.5,1587.66,2,2,"['1000140', '1000114', '1000040', '1000121']",1,0
day90,user_55,2024-03-10,2024-03-17,541.65,558.09,0,0,"['1000014', '1000061', '1000145', '1000020']",1,0
day120,user_264,2024-04-21,2024-04-28,5497.35,5294.8,1,2,"['1000145', '1000097']",0,1
day120,user_200,2024-02-06,2024-02-13,1670.61,1993.0,2,3,"['1000140', '1000114', '1000040', '1000121']",1,0
day31,user_64,2024-05-21,2024-05-28,1493.06,1260.49,1,1,"['1000102', '1000095']",0,1
day7,user_292,2024-04-03,2024-04-10,3329.27,3557.92,1,2,"['1000070', '1000011']",1,0
day90,user_203,2024-04-14,2024-04-21,4578.78,5384.27,1,1,"['1000133', '1000124', '1000061', '1000070']",1,0
day1,user_188,2024-04-26,2024-05-03,4635.5,4650.53,0,0,"['1000018', '1000116']",0,1
day90,user_186,2024-02-20,2024-02-27,5085.36,4872.98,1,1,"['1000050', '1000037', '1000006']",1,0
day31,user_220,2024-02-10,2024-02-17,153.59,359.67,1,1,"['1000111', '1000124', '1000007']",1,0
day1,user_257,2024-02-14,2024-02-21,4532.33,4610.4,1,1,"['1000045', '1000133', '1000069', '1000137']",0,1
day120,user_217,2024-03-03,2024-03-10,4131.16,4652.26,1,2,"['1000001', '1000090', '1000076', '1000099']",1,0
day61,user_74,2024-02-04,2024-02-11,3591.94,3506.75,1,1,"['1000018', '1000131']",1,0
day61,user_44,2024-01-16,2024-01-23,1165.82,756.16,1,2,"['1000064', '1000141', '1000002', '1000029']",1,0
day61,user_164,2024-02-17,2024-02-24,1631.28,1923.34,1,1,['1000147'],0,1
day61,user_273,2024-02-01,2024-02-08,6917.3,7055.25,2,3,['1000056'],1,0
day7,user_24,2024-05-09,2024-05-16,5906.63,6186.09,1,2,"['1000043', '1000136']",1,0
day7,user_186,2024-04-12,2024-04-19,4390.22,4982.24,1,1,"['1000050', '1000037', '1000006']",1,0
day5,user_233,2024-01-26,2024-02-02,976.55,1154.81,1,1,"['1000120', '1000004', '1000138', '1000013']",1,0
day31,user_102,2024-06-07,2024-06-14,2871.76,2836.18,1,1,"['1000128', '1000135', '1000040', '1000014']",0,1
day90,user_247,2024-03-13,2024-03-20,1838.55,2078.46,1,2,['1000026'],1,0
day7,user_211,2024-06-19,2024-06-26,2891.84,3236.84,1,1,['1000084'],1,0
day1,user_282,2024-05-05,2024-05-12,169.67,6.23,1,1,"['1000080', '1000030', '1000137']",0,1
day90,user_5,2024-06-28,2024-07-05,5288.6,4996.13,1,1,['1000129'],1,0
day61,user_209,2024-03-30,2024-04-06,3539.44,3863.48,0,0,"['1000098', '1000039', '1000054']",1,0
day61,user_60,2024-05-31,2024-06-07,0.0,0.0,1,1,"['1000042', '1000067', '1000135']",1,0
day90,user_249,2024-05-03,2024-05-10,4077.78,4410.84,1,2,"['1000010', '1000088']",1,0
day31,user_20,2024-04-22,2024-04-29,2345.59,2701.78,1,2,['1000025'],1,0
day120,user_153,2024-06-24,2024-07-01,1778.3,1858.2,2,3,['1000057'],1,0
day90,user_236,2024-04-06,2024-04-13,0.0,270.47,1,1,"['1000051', '1000005']",1,0
day1,user_117,2024-01-15,2024-01-22,0.0,562.23,1,2,"['1000033', '1000089', '1000017', '1000062']",1,0
day5,user_290,2024-02-28,2024-03-06,3549.55,3332.29,1,2,"['1000077', '1000003', '1000136']",1,0
day90,user_37,2024-03-19,2024-03-26,2824.67,3077.83,2,2,['1000067'],0,1
day7,user_105,2024-01-05,2024-01-12,2059.42,2465.89,2,2,"['1000017', '1000060']",1,0
day5,user_128,2024-06-03,2024-06-10,4297.02,4293.03,1,1,"['1000129', '1000125', '1000064', '1000013']",1,0
day5,user_113,2024-01-01,2024-01-08,674.27,343.98,0,0,"['1000018', '1000002', '1000117']",1,0
day90,user_145,2024-02-28,2024-03-06,2121.18,1864.91,1,2,"['1000060', '1000041', '1000045']",1,0
day90,user_176,2024-04-19,2024-04-26,1572.53,1963.73,0,0,"['1000073', '1000053', '1000110']",1,0
day90,user_132,2024-03-08,2024-03-15,2485.02,2751.06,2,2,['1000033'],0,1
day90,user_50,2024-01-28,2024-02-04,1684.61,1801.23,1,1,"['1000076', '1000129']",1,0
day7,user_77,2024-02-29,2024-03-07,3137.34,3115.53,1,1,"['1000121', '1000062', '1000104']",0,1
day90,user_201,2024-05-22,2024-05-29,2904.54,3025.19,2,2,"['1000115', '1000066', '1000063']",1,0
day90,user_182,2024-04-26,2024-05-03,3319.89,3354.01,2,2,"['1000072', '1000131', '1000085']",1,0
day120,user_218,2024-02-23,2024-03-01,374.59,977.38,0,0,"['1000107', '1000137', '1000139']",1,0
day1,user_293,2024-04-06,2024-04-13,3829.08,4305.43,1,1,"['1000013', '1000141']",1,0
day120,user_123,2024-03-06,2024-03-13,4379.62,4205.92,1,2,['1000034'],1,0
day7,user_279,2024-02-26,2024-03-04,5042.16,5377.52,0,0,"['1000140', '1000084', '1000090', '1000116']",1,0
day31,user_119,2024-01-30,2024-02-06,3544.71,3850.21,0,1,"['1000072', '1000040', '1000112', '1000139']",1,0
day90,user_51,2024-06-14,2024-06-21,5512.06,5330.81,1,2,"['1000050', '1000039', '1000095']",1,0
day61,user_109,2024-01-02,2024-01-09,5654.88,6258.09,1,1,"['1000144', '1000133', '1000080', '1000066']",1,0
day90,user_255,2024-01-14,2024-01-21,3453.72,3604.01,1,2,"['1000110', '1000092', '1000117']",1,0
day61,user_124,2024-03-01,2024-03-08,1852.61,2927.89,1,1,"['1000067', '1000029', '1000027', '1000141']",1,0
day31,user_61,2024-02-15,2024-02-22,5095.0,5253.41,1,1,['1000108'],1,0
day61,user_213,2024-02-17,2024-02-24,2195.64,2079.2,2,2,"['1000015', '1000052', '1000107']",1,0
day7,user_275,2024-01-25,2024-02-01,4066.21,4321.57,1,1,['1000094'],1,0
day5,user_16,2024-02-18,2024-02-25,3588.44,3360.15,0,0,"['1000096', '1000020', '1000141', '1000075']",1,0
day90,user_40,2024-03-09,2024-03-16,6302.25,7080.12,1,1,"['1000130', '1000126', '1000023']",1,0
day90,user_273,2024-03-03,2024-03-10,6231.65,6020.26,2,2,['1000056'],1,0
day61,user_166,2024-02-13,2024-02-20,2349.51,2306.71,1,1,"['1000000', '1000133', '1000137']",0,1
day90,user_28,2024-06-16,2024-06-23,7904.77,7819.31,1,1,"['1000014', '1000058', '1000008', '1000080']",1,0
day31,user_148,2024-05-21,2024-05-28,2250.25,2236.89,1,1,"['1000105', '1000063', '1000068', '1000040']",0,1
day5,user_78,2024-02-11,2024-02-18,2547.5,2586.07,1,1,"['1000048', '1000024', '1000110', '1000090']",1,0
day31,user_171,2024-02-22,2024-02-29,3588.0,3445.62,1,1,"['1000104', '1000083', '1000103']",0,1
day120,user_118,2024-02-13,2024-02-20,4224.0,4428.47,0,0,['1000094'],1,0
day90,user_274,2024-04-08,2024-04-15,5937.88,6487.39,1,1,"['1000103', '1000062', '1000078', '1000148']",1,0
day7,user_92,2024-06-06,2024-06-13,3948.7,4067.28,2,2,"['1000097', '1000000']",0,1
day31,user_20,2024-03-02,2024-03-09,3510.15,2872.9,1,1,['1000025'],1,0
day1,user_45,2024-01-21,2024-01-28,1912.67,2053.14,1,1,"['1000137', '1000068', '1000087', '1000028']",1,0
day1,user_85,2024-06-09,2024-06-16,0.0,244.82,1,1,"['1000118', '1000063']",0,1
day7,user_75,2024-05-06,2024-05-13,0.0,135.61,1,1,"['1000060', '1000071', '1000124', '1000054']",1,0
day1,user_88,2024-05-27,2024-06-03,2544.25,2967.63,1,1,"['1000138', '1000003']",1,0
day90,user_89,2024-03-01,2024-03-08,3540.09,3664.13,1,1,"['1000023', '1000060', '1000042', '1000104']",0,1
day61,user_145,2024-06-27,2024-07-04,1058.37,2055.36,1,1,"['1000060', '1000041', '1000045']",1,0
day120,user_276,2024-06-27,2024-07-04,6451.9,6715.94,2,2,"['1000121', '1000141']",1,0
day61,user_192,2024-01-16,2024-01-23,31.53,0.0,1,1,"['1000037', '1000001', '1000027']",1,0
day1,user_87,2024-05-20,2024-05-27,5813.65,5873.64,1,1,"['1000113', '1000140', '1000025', '1000012']",1,0
day120,user_270,2024-03-05,2024-03-12,0.0,202.1,0,0,"['1000021', '1000061', '1000104', '1000125']",1,0
day7,user_246,2024-04-11,2024-04-18,3546.81,3528.41,2,2,['1000062'],0,1
day1,user_164,2024-06-26,2024-07-03,2316.76,2846.21,1,2,['1000147'],1,0
day61,user_105,2024-02-17,2024-02-24,2766.47,3028.6,2,2,"['1000017', '1000060']",0,1
day31,user_241,2024-06-14,2024-06-21,1612.55,2108.15,2,2,"['1000041', '1000079', '1000027', '1000148']",1,0
day120,user_205,2024-05-23,2024-05-30,2211.67,2369.01,0,0,"['1000019', '1000073', '1000060', '1000069']",0,1
day5,user_19,2024-05-05,2024-05-12,2245.52,2277.7,1,1,"['1000020', '1000059']",0,1
day7,user_195,2024-04-14,2024-04-21,4321.4,4424.61,1,2,"['1000012', '1000142']",1,0
day61,user_162,2024-01-06,2024-01-13,3326.81,3849.97,1,2,"['1000111', '1000088', '1000080', '1000130']",1,0
day7,user_230,2024-01-11,2024-01-18,3971.23,4267.85,1,1,"['1000066', '1000097', '1000083', '1000054']",1,0
day61,user_223,2024-05-07,2024-05-14,3876.13,4136.06,2,2,"['1000136', '1000006']",1,0
day61,user_274,2024-02-06,2024-02-13,5737.07,5817.92,1,1,"['1000103', '1000062', '1000078', '1000148']",0,1
day7,user_232,2024-05-16,2024-05-23,781.72,656.25,1,1,"['1000071', '1000107', '1000064', '1000020']",1,0
day61,user_252,2024-02-11,2024-02-18,3661.26,3690.69,0,0,['1000087'],1,0
day5,user_158,2024-06-24,2024-07-01,3087.12,2989.99,1,2,"['1000130', '1000102', '1000137', '1000084']",1,0
day90,user_34,2024-01-13,2024-01-20,3641.13,3828.32,2,2,['1000036'],1,0
day7,user_297,2024-05-01,2024-05-08,5154.8,4633.78,0,0,['1000112'],1,0
day120,user_285,2024-06-20,2024-06-27,3839.94,4239.02,2,3,['1000134'],1,0
day5,user_245,2024-06-08,2024-06-15,1168.88,1049.64,1,1,['1000019'],0,1
day120,user_241,2024-04-10,2024-04-17,1620.88,1472.83,2,2,"['1000041', '1000079', '1000027', '1000148']",1,0
day120,user_286,2024-06-17,2024-06-24,2231.34,2228.66,2,2,['1000072'],1,0
day1,user_184,2024-05-11,2024-05-18,3367.36,3658.91,2,2,['1000060'],1,0
day61,user_291,2024-02-03,2024-02-10,4825.25,4720.4,1,1,['1000032'],1,0
day7,user_155,2024-03-15,2024-03-22,1561.5,2045.6,0,0,"['1000102', '1000084', '1000071']",0,1
day90,user_161,2024-05-10,2024-05-17,2263.41,2938.44,1,2,"['1000148', '1000067', '1000009', '1000027']",1,0
day120,user_172,2024-02-16,2024-02-23,4142.52,4341.33,1,1,"['1000075', '1000141', '1000032', '1000049']",1,0
day90,user_110,2024-03-10,2024-03-17,5059.64,5227.0,1,1,"['1000052', '1000080', '1000061']",1,0
day61,user_119,2024-05-12,2024-05-19,2786.4,2729.57,0,0,"['1000072', '1000040', '1000112', '1000139']",0,1
day90,user_130,2024-05-13,2024-05-20,1786.73,2007.64,0,0,['1000000'],0,1
day90,user_261,2024-01-15,2024-01-22,3358.3,3315.51,2,2,['1000022'],0,1
day31,user_170,2024-03-21,2024-03-28,5144.32,5599.24,1,1,['1000079'],0,1
day5,user_106,2024-02-04,2024-02-11,988.33,995.64,1,1,"['1000103', '1000030', '1000145', '1000063']",1,0
day31,user_116,2024-01-19,2024-01-26,5378.39,5310.14,0,0,"['1000129', '1000067']",1,0
day90,user_237,2024-04-19,2024-04-26,3512.4,4570.44,1,1,"['1000039', '1000061', '1000032']",1,0
day1,user_63,2024-02-29,2024-03-07,4991.06,5759.14,2,3,"['1000138', '1000051', '1000079']",1,0
day1,user_15,2024-01-13,2024-01-20,2377.6,2567.82,0,0,"['1000011', '1000117', '1000137', '1000031']",1,0
day31,user_214,2024-01-12,2024-01-19,1490.93,2104.77,1,1,['1000099'],1,0
day90,user_278,2024-03-27,2024-04-03,167.45,337.33,2,2,"['1000088', '1000108']",1,0
day90,user_101,2024-02-28,2024-03-06,800.11,752.57,1,1,"['1000149', '1000122']",1,0
day1,user_167,2024-02-11,2024-02-18,4482.89,5061.99,1,1,"['1000050', '1000093', '1000110']",1,0
day90,user_199,2024-03-09,2024-03-16,5058.85,5687.78,2,2,"['1000113', '1000129', '1000109']",1,0
day120,user_144,2024-02-06,2024-02-13,4096.1,4561.42,1,1,"['1000143', '1000104', '1000039']",1,0
day1,user_128,2024-04-18,2024-04-25,4759.35,4797.21,1,1,"['1000129', '1000125', '1000064', '1000013']",0,1
day5,user_166,2024-06-16,2024-06-23,3378.13,3525.1,1,1,"['1000000', '1000133', '1000137']",0,1
day1,user_107,2024-04-13,2024-04-20,3738.01,3893.49,0,0,"['1000148', '1000010']",1,0
day120,user_93,2024-02-15,2024-02-22,3466.48,3442.33,1,1,"['1000099', '1000067']",1,0
day7,user_145,2024-04-26,2024-05-03,957.63,1179.29,1,1,"['1000060', '1000041', '1000045']",1,0
day31,user_217,2024-02-26,2024-03-04,4653.8,4493.25,1,1,"['1000001', '1000090', '1000076', '1000099']",0,1
day7,user_150,2024-06-24,2024-07-01,2699.24,3001.4,2,2,"['1000120', '1000056', '1000051']",0,1
day7,user_128,2024-02-05,2024-02-12,4901.4,4914.55,1,1,"['1000129', '1000125', '1000064', '1000013']",1,0
day7,user_113,2024-04-17,2024-04-24,1331.54,1691.87,0,0,"['1000018', '1000002', '1000117']",0,1
day31,user_73,2024-02-08,2024-02-15,5131.35,5230.71,1,1,['1000084'],0,1
day61,user_156,2024-01-29,2024-02-05,5034.59,5247.34,1,1,"['1000017', '1000071']",1,0
day1,user_13,2024-03-29,2024-04-05,2625.54,2810.3,1,1,"['1000097', '1000024', '1000091', '1000088']",1,0
day31,user_219,2024-06-06,2024-06-13,6034.04,6056.57,2,2,"['1000056', '1000124', '1000069']",1,0
day61,user_111,2024-04-22,2024-04-29,1379.01,1422.78,0,0,"['1000067', '1000101', '1000033', '1000076']",1,0
day61,user_165,2024-01-03,2024-01-10,4839.14,5207.41,2,2,"['1000048', '1000065', '1000011', '1000111']",1,0
day7,user_263,2024-04-27,2024-05-04,4278.95,4536.18,1,1,"['1000115', '1000062', '1000118']",1,0
day90,user_187,2024-05-22,2024-05-29,2721.16,3409.16,1,1,"['1000011', '1000062', '1000121']",1,0
day7,user_266,2024-02-24,2024-03-02,3765.63,3936.12,2,3,"['1000046', '1000124', '1000054', '1000090']",1,0
day31,user_10,2024-05-27,2024-06-03,3505.82,4355.47,1,2,"['1000040', '1000108', '1000087']",1,0
day1,user_0,2024-01-15,2024-01-22,2079.0,2119.39,1,1,"['1000028', '1000006', '1000070', '1000062']",0,1
day31,user_105,2024-02-04,2024-02-11,3091.12,3909.04,2,2,"['1000017', '1000060']",1,0
day90,user_81,2024-03-15,2024-03-22,4981.12,5196.42,1,2,['1000086'],1,0
day90,user_248,2024-03-03,2024-03-10,2539.47,2281.22,0,0,"['1000077', '1000030', '1000144']",0,1
day1,user_24,2024-04-11,2024-04-18,6281.19,6188.57,1,1,"['1000043', '1000136']",1,0
day1,user_20,2024-01-10,2024-01-17,1759.35,2662.37,1,1,['1000025'],1,0
day1,user_46,2024-01-15,2024-01-22,3264.13,3567.04,1,2,"['1000075', '1000111', '1000040']",1,0
day61,user_103,2024-05-22,2024-05-29,0.0,6.74,1,1,"['1000130', '1000020']",0,1
day120,user_230,2024-04-19,2024-04-26,3883.04,3802.96,1,1,"['1000066', '1000097', '1000083', '1000054']",1,0
day90,user_266,2024-06-05,2024-06-12,3710.02,3624.8,2,2,"['1000046', '1000124', '1000054', '1000090']",1,0
day5,user_106,2024-03-19,2024-03-26,0.0,218.14,1,1,"['1000103', '1000030', '1000145', '1000063']",0,1
day61,user_148,2024-06-22,2024-06-29,1611.62,1450.12,1,1,"['1000105', '1000063', '1000068', '1000040']",1,0
day7,user_48,2024-06-16,2024-06-23,108.45,28.01,1,1,"['1000067', '1000128']",0,1
day90,user_57,2024-05-28,2024-06-04,4942.21,4891.53,1,1,"['1000124', '1000017', '1000136']",1,0
day5,user_204,2024-04-26,2024-05-03,4803.93,4737.58,1,1,['1000112'],0,1
day1,user_238,2024-02-23,2024-03-01,759.29,927.1,1,2,"['1000121', '1000029', '1000144', '1000055']",0,1
day5,user_222,2024-04-27,2024-05-04,1923.31,2104.82,1,1,"['1000103', '1000042', '1000119', '1000032']",1,0
day90,user_142,2024-06-10,2024-06-17,2258.56,3225.97,0,0,"['1000078', '1000093', '1000010', '1000091']",1,0
day31,user_276,2024-03-20,2024-03-27,6656.96,6678.17,2,3,"['1000121', '1000141']",1,0
day90,user_227,2024-06-17,2024-06-24,4061.8,4818.91,0,0,['1000034'],1,0
day90,user_269,2024-06-01,2024-06-08,1078.0,1414.07,1,2,"['1000132', '1000048']",1,0
day31,user_287,2024-01-01,2024-01-08,932.19,1210.61,0,0,['1000025'],1,0
day5,user_124,2024-03-27,2024-04-03,2277.82,2253.22,1,1,"['1000067', '1000029', '1000027', '1000141']",1,0
day120,user_249,2024-01-13,2024-01-20,3175.39,3251.13,1,1,"['1000010', '1000088']",1,0
day31,user_70,2024-02-16,2024-02-23,3601.0,3380.01,1,1,"['1000018', '1000015']",1,0
day120,user_56,2024-05-04,2024-05-11,2311.25,2571.19,1,1,['1000021'],1,0
day7,user_280,2024-02-28,2024-03-06,3707.08,3509.15,1,1,"['1000069', '1000078', '1000064', '1000059']",1,0
day31,user_39,2024-04-01,2024-04-08,3619.44,3841.33,1,1,"['1000092', '1000056', '1000035']",1,0
day61,user_242,2024-02-15,2024-02-22,3352.05,3436.43,1,1,['1000006'],1,0
day61,user_76,2024-01-30,2024-02-06,0.0,270.49,0,1,"['1000138', '1000033', '1000146', '1000147']",1,0
day61,user_123,2024-04-01,2024-04-08,4099.36,3996.78,1,2,['1000034'],0,1
day31,user_175,2024-06-23,2024-06-30,4401.77,5042.16,1,1,"['1000140', '1000000', '1000077']",1,0
day7,user_43,2024-03-31,2024-04-07,4760.21,4334.24,1,1,"['1000098', '1000097', '1000119', '1000135']",0,1
day31,user_206,2024-01-25,2024-02-01,3635.87,4220.75,1,1,"['1000085', '1000081', '1000138', '1000020']",1,0
day31,user_236,2024-01-08,2024-01-15,130.35,130.91,1,1,"['1000051', '1000005']",0,1
